376.00,5410.00,198.84,11.00
828.00,5501.00,198.59,10.00
1278.00,4993.00,198.20,18.00
1479.00,4991.75,156.86,11.00
1704.00,4848.75,155.23,17.00
2185.00,4354.50,199.13,22.00
2832.00,3835.00,146.41,20.00
3057.00,3609.25,145.34,10.00
3283.00,3431.50,144.34,22.00
3323.00,3303.00,207.75,18.00
3510.00,3275.00,142.72,10.00
3535.00,3239.00,144.25,11.00
3738.00,3084.25,143.92,11.00
3764.00,3113.00,145.45,10.00
3962.00,2836.25,140.75,10.00
3989.00,2774.25,143.05,14.00
4018.00,2787.00,143.80,10.00
4043.00,2788.75,144.58,10.00
4083.00,41.75,439.06,45.00
4190.00,2666.00,138.41,10.00
4216.00,2658.00,140.66,13.00
4242.00,2643.00,141.41,11.00
4267.00,2645.00,142.19,11.00
4293.00,2667.00,142.94,11.00
4417.00,2387.75,133.97,10.00
4443.00,2381.75,135.50,13.00
4466.00,2384.50,136.25,11.00
4492.00,2386.75,137.03,12.00
4521.00,2408.50,138.50,15.00
4547.00,32.25,0.84,59.00
4629.00,6338.75,105.69,10.00
4710.00,2161.00,234.34,12.00
4735.00,2146.25,235.14,12.00
4761.00,2144.00,235.86,13.00
4787.00,2108.25,236.64,20.00
4811.00,2122.25,237.39,18.00
4850.00,2134.25,238.16,13.00
4917.00,2158.25,238.89,11.00
4940.00,2174.00,239.66,11.00
4973.00,128.00,0.94,32.00
5091.00,1796.75,108.83,11.00
5116.00,1795.75,109.62,12.00
5141.00,1795.50,110.36,13.00
5167.00,1779.50,111.11,13.00
5192.00,1796.25,111.81,13.00
5218.00,1806.75,112.59,21.00
5243.00,1830.00,113.47,20.00
5269.00,1826.50,114.19,11.00
5314.00,1755.25,96.41,10.00
5340.00,1682.25,97.23,11.00
5365.00,1691.00,97.94,13.00
5390.00,1672.75,98.70,22.00
5415.00,1677.25,99.41,15.00
5444.00,1691.50,100.14,14.00
5483.00,1692.50,100.86,14.00
5509.00,1716.25,101.61,13.00
5534.00,1748.75,102.31,13.00
5655.00,1690.00,264.55,10.00
5682.00,1756.75,266.06,14.00
5707.00,1748.50,266.80,19.00
5733.00,1747.75,267.53,14.00
5758.00,1782.50,268.27,12.00
5785.00,1746.25,269.00,14.00
5810.00,1751.00,269.78,17.00
5835.00,1796.50,270.48,16.00
5892.00,1815.75,273.00,10.00
5917.00,1793.75,274.50,11.00
5943.00,1757.50,275.27,16.00
5968.00,1747.00,276.00,20.00
5996.00,1737.25,276.73,15.00
6022.00,1683.75,277.53,12.00
6046.00,1756.75,278.25,13.00
6085.00,1760.25,279.00,13.00
6111.00,1795.50,279.72,13.00
6136.00,1815.50,280.45,16.00
6213.00,2023.25,54.44,12.00
6239.00,1999.75,55.22,16.00
6267.00,2004.50,55.95,22.00
6293.00,2000.25,56.69,19.00
6319.00,2012.00,57.45,17.00
6343.00,2023.25,58.20,10.00
6369.00,2049.50,58.92,10.00
6441.00,2235.50,49.92,10.00
6467.00,2204.75,50.72,12.00
6493.00,2200.50,51.45,14.00
6517.00,2205.50,52.20,16.00
6543.00,2219.75,52.91,10.00
6568.00,2220.00,53.67,10.00
6608.00,2204.50,309.86,11.00
6634.00,2203.00,310.61,17.00
6676.00,2206.00,311.33,12.00
6702.00,2207.50,312.06,15.00
6727.00,2235.25,312.80,13.00
6752.00,2316.50,313.55,10.00
6778.00,128.00,0.39,25.00
6846.00,2441.75,319.31,10.00
6872.00,2456.50,320.78,14.00
6897.00,2426.75,321.53,13.00
6924.00,2472.50,322.27,15.00
6949.00,2442.75,323.02,11.00
7083.00,2786.25,327.66,11.00
7109.00,2763.75,329.19,11.00
7138.00,2762.50,329.95,12.00
7163.00,2772.50,330.69,15.00
7189.00,2835.00,331.45,10.00
7318.00,3195.75,332.94,12.00
7344.00,3142.50,333.69,11.00
7369.00,3175.75,334.44,10.00
7548.00,3495.00,334.31,10.00
7586.00,3463.00,33.02,18.00
7776.00,3873.50,333.50,10.00
7809.00,3871.25,27.02,10.00
7834.00,3869.75,27.78,10.00
8035.00,4185.25,21.69,13.00
8233.00,4781.25,336.55,10.00
8490.00,4922.75,25.12,10.00
8698.00,5082.25,352.69,13.00
8725.00,5078.75,33.73,10.00
8947.00,4921.50,14.64,16.00
