0.00,2201.50,54.89,12.00
93.00,2190.25,55.67,12.00
117.00,2174.50,56.41,10.00
142.00,2223.50,57.13,14.00
167.00,2252.25,57.84,11.00
1720.00,4392.00,158.11,15.00
1749.00,4781.25,203.55,10.00
2175.00,3826.50,154.91,10.00
2208.00,4016.75,207.78,15.00
2402.00,3560.25,152.64,16.00
2439.00,3779.25,209.84,12.00
2464.00,3792.50,210.59,17.00
2630.00,3170.25,148.91,22.00
2671.00,3399.50,212.73,15.00
2696.00,3490.75,213.48,10.00
2856.00,2836.75,143.38,10.00
2881.00,2837.50,144.89,10.00
2907.00,2836.75,145.64,10.00
3081.00,2644.00,136.94,10.00
3120.00,2622.75,137.67,11.00
3145.00,2601.00,139.19,11.00
3212.00,2621.25,139.95,11.00
3234.00,2622.75,140.69,10.00
3260.00,2623.25,141.47,10.00
3308.00,2317.50,130.91,10.00
3334.00,2269.50,133.13,11.00
3359.00,2269.00,133.86,12.00
3385.00,2300.25,134.64,11.00
3410.00,2332.75,135.33,11.00
3435.00,2333.75,136.08,14.00
3535.00,2063.00,123.34,10.00
3560.00,2010.75,124.86,11.00
3586.00,1998.00,125.64,11.00
3611.00,2007.75,126.36,14.00
3637.00,2008.75,127.09,12.00
3662.00,2011.25,127.86,11.00
3703.00,2038.25,128.59,15.00
3729.00,2065.25,129.36,12.00
3760.00,1797.25,116.37,12.00
3786.00,1795.75,117.19,12.00
3811.00,1788.25,117.91,19.00
3837.00,1795.25,118.64,12.00
3862.00,1795.75,119.39,12.00
3888.00,1796.25,120.12,12.00
3914.00,1826.50,120.86,11.00
3940.00,1826.75,121.62,11.00
3985.00,1646.75,107.70,10.00
4010.00,1644.75,108.50,12.00
4038.00,1623.50,109.25,13.00
4067.00,1615.25,109.97,12.00
4092.00,1609.50,110.75,13.00
4117.00,1615.25,111.45,12.00
4142.00,1618.50,112.22,17.00
4167.00,1646.00,112.94,13.00
4205.00,1648.75,113.70,11.00
4323.00,1961.50,273.30,10.00
4349.00,1949.75,274.03,14.00
4374.00,1946.75,274.78,14.00
4400.00,1930.75,275.55,17.00
4423.00,1937.00,276.31,22.00
4449.00,1938.75,277.05,21.00
4478.00,1934.00,277.83,19.00
4502.00,1971.00,278.56,17.00
4563.00,2062.50,285.08,11.00
4588.00,2050.25,285.83,14.00
4614.00,2038.75,286.63,15.00
4639.00,2038.25,287.34,14.00
4665.00,2037.50,288.08,13.00
4691.00,2063.00,288.83,13.00
4716.00,2076.50,289.56,11.00
4800.00,2250.75,293.44,10.00
4826.00,2222.50,294.22,13.00
4864.00,2210.00,294.97,17.00
4892.00,2210.25,295.70,16.00
4918.00,2240.75,296.45,16.00
4944.00,2269.00,297.17,13.00
5029.00,5003.75,289.31,10.00
5099.00,2011.75,38.52,13.00
5125.00,2007.50,39.28,12.00
5157.00,1993.25,40.02,20.00
5182.00,1992.00,40.91,20.00
5208.00,1973.25,41.66,17.00
5233.00,1996.75,42.38,11.00
5259.00,2010.00,43.09,11.00
5284.00,2035.75,43.88,10.00
5323.00,2369.25,28.48,10.00
5353.00,2369.50,29.23,10.00
5378.00,2339.00,30.00,13.00
5403.00,2334.25,30.75,14.00
5428.00,2319.00,31.47,16.00
5466.00,2352.25,32.22,11.00
5491.00,2369.25,32.94,11.00
5552.00,2738.50,22.61,10.00
5577.00,2714.25,23.33,10.00
5602.00,2740.25,24.11,23.00
5628.00,2716.75,24.84,11.00
5652.00,2737.50,25.56,10.00
5726.00,5595.00,295.84,10.00
5779.00,3175.75,19.02,10.00
5806.00,3143.75,19.77,12.00
5830.00,3118.75,20.50,13.00
5856.00,3143.25,21.27,17.00
5882.00,3175.75,21.98,10.00
5974.00,3768.75,321.86,16.00
5999.00,3690.50,322.63,10.00
6025.00,3737.75,323.36,10.00
6241.00,4068.25,20.08,11.00
6267.00,4012.75,20.83,11.00
6471.00,4463.00,20.36,19.00
6674.00,5047.50,337.78,15.00
6931.00,5320.75,19.72,12.00
7390.00,5886.50,19.75,12.00
9200.00,5884.75,348.89,12.00
9888.00,5593.50,347.47,13.00
10373.00,5508.00,23.94,11.00
10602.00,5503.75,24.11,11.00
11063.00,5501.00,24.12,11.00
11500.00,5523.75,347.31,14.00
11754.00,5590.50,24.19,10.00
11985.00,5596.50,23.73,10.00
13686.00,2624.00,153.41,10.00
13711.00,2643.75,157.78,10.00
13738.00,2644.25,161.30,10.00
16374.00,5680.25,355.80,11.00
16606.00,5782.25,356.63,11.00
16829.00,3870.50,343.92,10.00
17062.00,3822.75,344.55,10.00
17279.00,5799.75,322.20,13.00
17523.00,3084.25,344.27,10.00
17550.00,3344.75,345.77,12.00
17576.00,128.00,0.11,60.00
17743.00,5804.50,322.17,14.00
17988.00,2718.50,344.39,13.00
18013.00,2714.50,345.13,10.00
18038.00,2785.75,345.86,12.00
18067.00,2319.75,349.67,11.00
18093.00,2335.50,350.44,11.00
18223.00,1948.00,348.52,14.00
18249.00,1960.00,349.28,14.00
18277.00,2318.25,349.92,11.00
18303.00,2302.25,350.63,11.00
18328.00,2528.25,0.12,58.00
18456.00,2255.25,349.70,13.00
18496.00,1638.00,352.20,14.00
18522.00,1623.50,352.89,15.00
18546.00,1631.00,353.69,14.00
18691.00,1575.50,352.36,12.00
18720.00,1574.75,352.98,16.00
18746.00,1575.50,353.75,14.00
18772.00,1688.00,356.69,18.00
18797.00,1622.25,357.41,13.00
18823.00,1599.00,358.16,17.00
18848.00,1598.50,358.91,15.00
18875.00,6400.00,0.63,27.00
18925.00,1527.25,352.80,10.00
18952.00,1520.50,353.66,13.00
18977.00,1521.00,354.38,13.00
19139.00,5782.25,322.06,10.00
19169.00,1040.00,9.91,13.00
19196.00,1029.25,10.58,17.00
19238.00,1022.75,11.39,19.00
19263.00,1024.00,12.06,22.00
19288.00,1026.50,12.86,18.00
19313.00,1051.25,13.56,11.00
19403.00,1006.25,10.27,10.00
19429.00,993.25,11.08,14.00
19455.00,980.25,11.77,15.00
