398.00,4997.75,194.67,10.00
856.00,4983.50,194.41,11.00
1312.00,4719.00,194.25,11.00
1541.00,4395.50,195.14,10.00
1566.00,4505.00,195.88,13.00
1739.00,4361.00,149.56,20.00
2195.00,3958.50,149.36,24.00
2422.00,3782.00,149.50,10.00
2459.00,3530.75,207.28,10.00
2651.00,3472.50,148.69,27.00
2689.00,3274.00,210.63,11.00
2759.00,3276.00,211.39,15.00
2879.00,3206.75,146.14,16.00
2922.00,3032.50,213.23,13.00
2949.00,3001.00,214.02,14.00
2974.00,3057.75,214.72,10.00
3107.00,2951.25,143.02,17.00
3154.00,2762.25,217.11,10.00
3192.00,2762.50,217.89,11.00
3218.00,2743.00,218.66,16.00
3246.00,2737.75,219.41,11.00
3272.00,2762.25,220.14,10.00
3335.00,2716.75,140.16,11.00
3360.00,2738.50,140.91,12.00
3386.00,2784.25,141.64,11.00
3561.00,2441.75,132.73,10.00
3586.00,2425.00,133.48,11.00
3612.00,2476.25,134.23,27.00
3638.00,2423.50,134.98,11.00
3662.00,2441.00,135.70,11.00
3688.00,2442.00,136.48,10.00
3714.00,128.00,1.16,26.00
3788.00,2235.00,125.41,11.00
3817.00,2237.25,126.14,18.00
3842.00,2235.75,126.89,10.00
3867.00,2237.75,127.62,11.00
3906.00,2254.25,128.38,10.00
4011.00,2048.00,114.50,10.00
4037.00,2024.25,115.27,12.00
4063.00,2004.00,116.00,16.00
4088.00,2011.75,116.73,13.00
4120.00,2012.25,117.52,12.00
4146.00,2023.25,118.27,11.00
4170.00,2049.75,118.98,10.00
4197.00,0.00,1.28,54.00
4236.00,1913.75,104.30,11.00
4261.00,1880.50,105.08,15.00
4287.00,1836.25,105.81,24.00
4312.00,1802.00,106.62,16.00
4338.00,1873.75,107.33,18.00
4364.00,1914.00,108.05,10.00
4389.00,1935.25,108.80,13.00
4461.00,1816.25,92.30,14.00
4487.00,1795.50,92.98,15.00
4525.00,1788.00,93.75,20.00
4550.00,1782.75,94.47,20.00
4576.00,1796.25,95.20,13.00
4604.00,1796.75,95.92,13.00
4630.00,1821.75,96.70,14.00
4654.00,1832.25,97.44,18.00
4680.00,1913.00,98.14,11.00
4809.00,1664.75,273.72,11.00
4835.00,1649.75,274.44,13.00
4859.00,1629.50,275.27,14.00
4885.00,1634.25,276.00,14.00
4910.00,1620.50,276.73,19.00
4936.00,1626.50,277.52,11.00
4962.00,1630.50,278.25,20.00
4985.00,1649.25,279.03,19.00
5011.00,1650.00,279.73,12.00
5040.00,1665.50,280.53,11.00
5068.00,1860.00,71.98,13.00
5135.00,2038.25,58.73,13.00
5160.00,2024.75,59.47,14.00
5186.00,2010.00,60.20,12.00
5212.00,1998.00,60.94,18.00
5237.00,2001.50,61.67,19.00
5262.00,2004.25,62.42,18.00
5287.00,2022.75,63.16,13.00
5313.00,2050.25,63.92,11.00
5338.00,2102.75,64.77,10.00
5364.00,2235.25,53.39,11.00
5393.00,2205.50,54.17,14.00
