1641.00,3296.75,141.52,19.00
1872.00,2785.75,135.20,10.00
1897.00,2786.25,135.91,11.00
1923.00,2811.00,138.11,10.00
1957.00,3532.00,264.50,10.00
1982.00,3530.00,265.25,11.00
2008.00,3604.75,265.97,11.00
2103.00,2316.50,126.45,11.00
2129.00,2258.50,127.17,15.00
2154.00,2287.00,127.91,14.00
2179.00,2303.50,128.63,14.00
2205.00,2318.50,129.38,13.00
2234.00,2350.25,130.08,10.00
2329.00,1946.50,112.73,13.00
2355.00,1927.25,113.47,15.00
2381.00,1910.50,114.20,21.00
2405.00,1905.25,114.97,15.00
2431.00,1916.75,115.69,15.00
2470.00,1947.25,116.42,12.00
2494.00,1949.75,117.14,12.00
2520.00,1985.00,117.91,10.00
2546.00,3567.00,120.53,10.00
2571.00,128.00,0.48,48.00
2690.00,4134.75,303.66,20.00
2775.00,1815.25,74.89,10.00
2801.00,1783.50,75.69,12.00
2828.00,1737.75,76.44,14.00
2854.00,1727.00,77.19,18.00
2879.00,1718.25,77.91,22.00
2904.00,1724.00,78.66,25.00
2930.00,1719.50,79.44,22.00
2955.00,1736.00,80.11,13.00
2981.00,1756.75,80.91,15.00
3006.00,1794.50,81.58,13.00
3230.00,2253.00,49.33,15.00
3255.00,2251.25,50.06,12.00
3297.00,2238.25,50.77,10.00
3322.00,2235.75,51.50,17.00
3347.00,2236.75,52.23,14.00
3373.00,2253.25,52.95,12.00
3439.00,2317.25,53.69,11.00
3468.00,2976.50,38.73,12.00
3494.00,3054.00,40.11,10.00
3656.00,2788.75,319.20,13.00
3682.00,2761.00,319.92,10.00
3708.00,2741.00,320.67,23.00
3733.00,2763.75,321.36,13.00
3758.00,2785.00,322.09,10.00
3863.00,2838.75,277.88,11.00
3892.00,2816.00,278.66,11.00
3918.00,2838.75,279.39,23.00
3942.00,2815.75,280.14,12.00
3968.00,2837.00,281.05,10.00
4088.00,2862.75,277.77,14.00
4127.00,2836.75,279.25,16.00
4152.00,2858.00,280.00,13.00
4183.00,2813.25,280.61,10.00
4326.00,2940.00,284.53,11.00
4352.00,2911.25,286.02,15.00
4376.00,2962.50,286.72,11.00
4572.00,3088.00,313.34,13.00
4601.00,3106.25,314.14,15.00
4626.00,3085.00,315.69,10.00
4652.00,3084.50,316.47,11.00
4676.00,3085.50,317.23,10.00
4832.00,3177.75,351.69,10.00
4858.00,3185.25,353.28,18.00
4883.00,3148.75,354.00,12.00
4909.00,3177.75,354.72,10.00
4936.00,128.00,0.59,40.00
5083.00,3449.00,10.08,10.00
5109.00,3377.50,10.80,12.00
5146.00,3316.00,11.50,13.00
5175.00,3413.75,12.19,10.00
5322.00,3647.75,10.03,10.00
5347.00,3646.50,10.75,10.00
5373.00,3685.25,11.47,12.00
5557.00,3967.00,11.13,11.00
5583.00,4063.50,11.86,11.00
5804.00,5000.00,30.08,11.00
6026.00,5214.00,12.19,17.00
6498.00,6340.50,13.70,10.00
12934.00,5878.25,212.33,13.00
13364.00,5395.00,153.31,14.00
13599.00,5392.25,153.14,12.00
14089.00,3142.00,187.81,13.00
14324.00,2813.25,188.45,11.00
14559.00,2814.00,188.55,11.00
14585.00,2601.25,190.78,10.00
14609.00,2621.00,191.52,11.00
14794.00,2666.50,186.56,10.00
14819.00,2688.00,187.33,12.00
14845.00,2094.00,189.67,17.00
14869.00,2105.25,190.41,11.00
15008.00,5234.50,151.77,10.00
15034.00,6394.25,4.22,47.00
