1508.00,3144.00,228.78,21.00
1714.00,2059.00,106.37,11.00
1738.00,3080.00,228.78,21.00
1762.00,3737.25,200.86,19.00
3292.00,3144.00,228.78,21.00
3320.00,2059.00,106.37,11.00
3344.00,3080.00,228.78,21.00
3368.00,3737.25,200.86,19.00
4898.00,128.00,0.75,49.00
4939.00,2836.25,253.03,10.00
4965.00,2794.75,253.77,13.00
4992.00,2792.75,254.53,12.00
5018.00,2813.00,255.27,10.00
5078.00,2978.25,109.22,20.00
5104.00,3084.50,109.97,10.00
5177.00,2787.75,260.52,11.00
5201.00,2742.50,261.30,14.00
5226.00,2765.50,262.02,12.00
5268.00,2766.25,262.77,11.00
5307.00,2840.25,102.39,12.00
5333.00,2828.75,103.12,23.00
5358.00,2839.00,103.87,12.00
5384.00,2908.75,104.61,12.00
5409.00,2862.25,105.34,10.00
5536.00,2812.25,94.94,11.00
5562.00,2809.75,95.72,10.00
5587.00,2794.25,96.44,15.00
5613.00,2837.00,97.92,10.00
5651.00,2809.00,273.41,10.00
5677.00,2747.00,274.17,13.00
5705.00,2742.50,274.92,12.00
5731.00,2787.25,275.64,11.00
5756.00,2811.75,276.38,10.00
5889.00,2813.25,279.61,11.00
5915.00,2811.75,280.34,22.00
5941.00,2813.25,281.08,11.00
5980.00,2811.75,281.81,10.00
6127.00,2839.50,285.41,11.00
6154.00,2916.00,286.14,16.00
6179.00,2839.00,286.89,11.00
6223.00,2839.50,72.41,12.00
6249.00,2860.75,73.14,19.00
6285.00,2815.25,73.91,12.00
6309.00,2883.50,74.64,16.00
6335.00,2911.75,75.36,12.00
6367.00,3084.50,290.75,10.00
6392.00,3081.25,291.48,12.00
6417.00,3111.00,292.20,13.00
6442.00,3142.00,292.91,11.00
6604.00,3268.75,295.70,20.00
6630.00,3206.25,296.47,12.00
6655.00,3242.50,297.20,12.00
6684.00,3142.50,58.69,12.00
6709.00,3118.75,59.44,14.00
6750.00,3145.75,60.19,11.00
